company_id,company_name,finished_product_id,finished_product_sku,source_key,candidate_key,source_display_name,candidate_display_name,recommendation_grade,final_score,acceptability,substitute_score,sourcing_benefit,source_supplier_count,candidate_supplier_count,company_supplier_overlap,concentration_relief,current_suppliers,recommended_suppliers,review_required,tradeoff_summary,risk_notes,caveats,citations,decision_path,llm_model,generated_at
27,Liquid I.V.,7,FG-iherb-105065,vitamin-b12-cyanocobalamin,cyanocobalamin,vitamin b12 cyanocobalamin,cyanocobalamin,safe_to_consolidate,0.7892,0.85,0.9003,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for cyanocobalamin. Acceptability 0.85, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,36,FG-walmart-270357039,vitamin-b12-cyanocobalamin,cyanocobalamin,vitamin b12 cyanocobalamin,cyanocobalamin,safe_to_consolidate,0.7892,0.85,0.9003,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for cyanocobalamin. Acceptability 0.85, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,101,FG-target-a-81806945,vitamin-b12-cyanocobalamin,cyanocobalamin,vitamin b12 cyanocobalamin,cyanocobalamin,safe_to_consolidate,0.7892,0.85,0.9003,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for cyanocobalamin. Acceptability 0.85, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,129,FG-walgreens-300447518,vitamin-b12-cyanocobalamin,cyanocobalamin,vitamin b12 cyanocobalamin,cyanocobalamin,safe_to_consolidate,0.7892,0.85,0.9003,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for cyanocobalamin. Acceptability 0.85, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,134,FG-walgreens-300411121,vitamin-b12-cyanocobalamin,cyanocobalamin,vitamin b12 cyanocobalamin,cyanocobalamin,safe_to_consolidate,0.7892,0.85,0.9003,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for cyanocobalamin. Acceptability 0.85, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,7,FG-iherb-105065,vitamin-b12-cyanocobalamin,vitamin-b12,vitamin b12 cyanocobalamin,vitamin b12,safe_to_consolidate,0.777,0.8133,0.9319,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for vitamin b12. Acceptability 0.81, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://www.fda.gov/media/117106/download""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,36,FG-walmart-270357039,vitamin-b12-cyanocobalamin,vitamin-b12,vitamin b12 cyanocobalamin,vitamin b12,safe_to_consolidate,0.777,0.8133,0.9319,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for vitamin b12. Acceptability 0.81, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://www.fda.gov/media/117106/download""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,101,FG-target-a-81806945,vitamin-b12-cyanocobalamin,vitamin-b12,vitamin b12 cyanocobalamin,vitamin b12,safe_to_consolidate,0.777,0.8133,0.9319,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for vitamin b12. Acceptability 0.81, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://www.fda.gov/media/117106/download""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,129,FG-walgreens-300447518,vitamin-b12-cyanocobalamin,vitamin-b12,vitamin b12 cyanocobalamin,vitamin b12,safe_to_consolidate,0.777,0.8133,0.9319,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for vitamin b12. Acceptability 0.81, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://www.fda.gov/media/117106/download""]",rules,,2026-04-18T07:06:44.331884+00:00
27,Liquid I.V.,134,FG-walgreens-300411121,vitamin-b12-cyanocobalamin,vitamin-b12,vitamin b12 cyanocobalamin,vitamin b12,safe_to_consolidate,0.777,0.8133,0.9319,0.4833,2,2,1.0,0.0,"[""Prinova USA"", ""PureBulk""]","[""Prinova USA"", ""PureBulk""]",False,"Consolidation looks safe: swap vitamin b12 cyanocobalamin for vitamin b12. Acceptability 0.81, sourcing benefit 0.48. Source suppliers: 2, candidate suppliers: 2, company overlap: 100%.",[],[],"[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://www.fda.gov/media/117106/download""]",rules,,2026-04-18T07:06:44.331884+00:00
